run,run_id,seed,before,after,delta,duration,I_q,I_cl,theta_classical,delta_sector_threshold,method_q_total_before,method_q_total_after,method_cl_total_before,method_cl_total_after,delta_R,stochastic_scale,risk_trajectory_q,risk_trajectory_cl,before_vec_q,after_vec_q,delta_vec_q,before_vec_cl,after_vec_cl,delta_vec_cl
22,22,14456156910138437104,0.0,0.38677061677061697,0.38677061677061697,15,1,1,0.3,0.1,0.0,0.38677061677061697,0.0,0.7,0.38677061677061697,0.3,"[{""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}, {""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}, {""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}, {""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}","{""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
23,23,6427789422069483113,0.0,0.67,0.67,26,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
24,24,4764985940910402586,0.0,0.67,0.67,23,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
25,25,4407503237483217205,0.0,0.14522768670309652,0.14522768670309652,19,1,0,0.3,0.1,0.0,0.14522768670309652,0.0,0.0,0.14522768670309652,0.3,"[{""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}, {""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}, {""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}, {""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}, {""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}","{""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
26,26,8099658653840784731,0.0,0.19982456140350863,0.19982456140350863,12,1,0,0.3,0.1,0.0,0.19982456140350863,0.0,0.0,0.19982456140350863,0.3,"[{""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}, {""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}, {""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}, {""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}, {""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}","{""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
27,27,6060691929679850580,0.0,0.5351006711409396,0.5351006711409396,19,1,1,0.3,0.1,0.0,0.5351006711409396,0.0,0.7,0.5351006711409396,0.3,"[{""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}, {""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}, {""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}, {""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}","{""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
28,28,14221312039378917111,0.0,0.17209682392846143,0.17209682392846143,7,1,0,0.3,0.1,0.0,0.17209682392846143,0.0,0.0,0.17209682392846143,0.3,"[{""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}, {""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}, {""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}, {""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}","{""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
29,29,13601483504883285864,0.0,0.67,0.67,21,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
30,30,8680619168762370011,0.0,0.67,0.67,24,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
31,31,691257981008741473,0.0,0.5351006711409396,0.5351006711409396,24,1,1,0.3,0.1,0.0,0.5351006711409396,0.0,0.7,0.5351006711409396,0.3,"[{""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}, {""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}, {""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}","{""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
32,32,13562134383745513299,0.0,0.2284527220630372,0.2284527220630372,14,1,0,0.3,0.1,0.0,0.2284527220630372,0.0,0.0,0.2284527220630372,0.3,"[{""energy"": 0.3409742120343839, ""water"": 0.13638968481375355, ""transport"": 0.17048710601719194}, {""energy"": 0.3409742120343839, ""water"": 0.13638968481375355, ""transport"": 0.17048710601719194}, {""energy"": 0.3409742120343839, ""water"": 0.13638968481375355, ""transport"": 0.17048710601719194}, {""energy"": 0.3409742120343839, ""water"": 0.13638968481375355, ""transport"": 0.17048710601719194}, {""energy"": 0.3409742120343839, ""water"": 0.13638968481375355, ""transport"": 0.17048710601719194}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.3409742120343839, ""water"": 0.13638968481375355, ""transport"": 0.17048710601719194}","{""energy"": 0.3409742120343839, ""water"": 0.13638968481375355, ""transport"": 0.17048710601719194}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
33,33,12840568357533203980,0.0,0.67,0.67,28,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
34,34,8456947344671367403,0.0,0.17209682392846143,0.17209682392846143,5,1,0,0.3,0.1,0.0,0.17209682392846143,0.0,0.0,0.17209682392846143,0.3,"[{""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}, {""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}, {""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}","{""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
35,35,7347730747218759018,0.0,0.14522768670309652,0.14522768670309652,19,1,0,0.3,0.1,0.0,0.14522768670309652,0.0,0.0,0.14522768670309652,0.3,"[{""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}, {""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}, {""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}","{""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
36,36,14450119496666839779,0.0,0.09391048292108359,0.09391048292108359,17,0,0,0.3,0.1,0.0,0.09391048292108359,0.0,0.0,0.09391048292108359,0.3,"[{""energy"": 0.1401648998822143, ""water"": 0.05606595995288573, ""transport"": 0.07008244994110716}, {""energy"": 0.1401648998822143, ""water"": 0.05606595995288573, ""transport"": 0.07008244994110716}, {""energy"": 0.1401648998822143, ""water"": 0.05606595995288573, ""transport"": 0.07008244994110716}, {""energy"": 0.1401648998822143, ""water"": 0.05606595995288573, ""transport"": 0.07008244994110716}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.1401648998822143, ""water"": 0.05606595995288573, ""transport"": 0.07008244994110716}","{""energy"": 0.1401648998822143, ""water"": 0.05606595995288573, ""transport"": 0.07008244994110716}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
37,37,8126241627702820056,0.0,0.67,0.67,18,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
38,38,13815746336981184825,0.0,0.67,0.67,27,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
39,39,3015188873270815738,0.0,0.4582183908045977,0.4582183908045977,16,1,1,0.3,0.1,0.0,0.4582183908045977,0.0,0.7,0.4582183908045977,0.3,"[{""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}, {""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}, {""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}, {""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}, {""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}","{""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
40,40,16633191877310526817,0.0,0.57577727099962,0.57577727099962,21,1,1,0.3,0.1,0.0,0.57577727099962,0.0,0.7,0.57577727099962,0.3,"[{""energy"": 0.8593690611934626, ""water"": 0.34374762447738505, ""transport"": 0.4296845305967313}, {""energy"": 0.8593690611934626, ""water"": 0.34374762447738505, ""transport"": 0.4296845305967313}, {""energy"": 0.8593690611934626, ""water"": 0.34374762447738505, ""transport"": 0.4296845305967313}, {""energy"": 0.8593690611934626, ""water"": 0.34374762447738505, ""transport"": 0.4296845305967313}, {""energy"": 0.8593690611934626, ""water"": 0.34374762447738505, ""transport"": 0.4296845305967313}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.8593690611934626, ""water"": 0.34374762447738505, ""transport"": 0.4296845305967313}","{""energy"": 0.8593690611934626, ""water"": 0.34374762447738505, ""transport"": 0.4296845305967313}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
